MONTH,SEASON,PRECIP,DAYNIGHT,SITE,DATE,TIME,HR_SUNRISE,HR_SUNSET,FCH4,FCO2,FN2O,WATER_T,SED_T,P,CHL,O2_CONC,O2_EQ,AOU,EXC_O2,O2_PSAT,O2_PERCENT,PH,PCH4,PCO2,PCO2_AMB,WATER_TK,lnK0,K0,KH,PCO2_AMBEQ,PCO2_EQ,CO2_EXCESS,EXC_CO2,PN2O,DIC,DOC,CH4_k,CH4_kRAT,COND,EBULL,WIND,k600,CH4_TBLk,TBLCH4,TBLCO2,TBLN2O,CO2eCH4,CO2eN2O
Jun,Summer,1,NIGHT,NAT,06/29/14,4:30,0.0,9.5,2.171,313.127,0.014,27.339,30.000,1012.900,72.381,1.438,11.416,9.978,-159.635,12.597,18.681,7.940,NA,NA,NA,300.489,-3.446,0.032,31.890,NA,NA,NA,NA,NA,7.771,1.207,3.123,1.000,0.467986301,NA,NA,NA,NA,NA,NA,NA,54.28191092,4.11752598
Jun,Summer,1,NIGHT,NAT,06/29/14,6:30,0.0,11.5,2.312,34.702,0.000,26.489,29.000,1013.600,72.460,1.504,11.597,10.093,-161.476,12.971,19.257,7.935,NA,NA,NA,299.639,-3.423,0.033,32.608,NA,NA,NA,NA,NA,11.258,3.826,3.412,12.989,0.453808824,11.02792366,NA,NA,NA,NA,NA,NA,57.79803676,0
Jun,Summer,1,NIGHT,NAT,06/29/14,6:30,0.0,11.5,2.312,99.557,-0.014,26.489,29.000,1013.600,72.460,1.504,11.597,10.093,-161.476,12.971,19.257,7.935,NA,NA,NA,299.639,-3.423,0.033,32.608,NA,NA,NA,NA,NA,11.329,3.502,19.665,74.855,0.453808824,NA,NA,NA,NA,NA,NA,NA,57.79803676,-4.032950136
Jun,Summer,1,NIGHT,NAT,06/29/14,6:30,0.0,11.5,0.182,59.257,-0.011,26.489,29.000,1013.600,72.460,1.504,11.597,10.093,-161.476,12.971,19.257,7.935,NA,NA,NA,299.639,-3.423,0.033,32.608,NA,NA,NA,NA,NA,11.358,3.606,0.263,1.000,0.453808824,NA,NA,NA,NA,NA,NA,NA,4.555224102,-3.397127255
AugDry,Summer,2,DAY,ENG,08/09/14,8:00,2.0,0.0,11.798,11.134,0.030,30.000,32.000,1007.700,9.824,1.272,10.913,9.641,-154.255,11.652,17.516,7.370,NA,NA,NA,303.150,-3.513,0.030,29.799,NA,NA,NA,NA,NA,5.764,1.373,104.055,22.251,0.391,NA,NA,NA,NA,NA,NA,NA,294.9599456,8.828196024
AugDry,Summer,2,DAY,ENG,08/09/14,8:00,2.0,0.0,5.028,54.759,-0.013,30.000,32.000,1007.700,9.824,1.272,10.913,9.641,-154.255,11.652,17.516,7.370,NA,NA,NA,303.150,-3.513,0.030,29.799,NA,NA,NA,NA,NA,5.818,1.477,47.234,10.100,0.391,NA,NA,NA,NA,NA,NA,NA,125.694799,-3.793513293
AugDry,Summer,2,DAY,ENG,08/09/14,8:00,2.0,0.0,0.487,33.032,0.001,30.000,32.000,1007.700,9.824,1.272,10.913,9.641,-154.255,11.652,17.516,7.370,NA,NA,NA,303.150,-3.513,0.030,29.799,NA,NA,NA,NA,NA,5.908,1.119,4.677,1.000,0.391,NA,NA,NA,NA,NA,NA,NA,12.16793515,0.361377077
AugDry,Summer,2,DAY,ENG,08/09/14,8:00,2.0,0.0,13.713,102.445,0.060,30.000,32.000,1007.700,9.824,1.272,10.913,9.641,-154.255,11.652,17.516,7.370,NA,NA,NA,303.150,-3.513,0.030,29.799,NA,NA,NA,NA,NA,NA,NA,134.347,28.728,0.391,NA,NA,NA,NA,NA,NA,NA,342.8141467,17.77956298
AugDry,Summer,2,DAY,ENG,08/09/14,10:00,4.0,0.0,18.723,-51.678,-0.042,29.000,31.000,1008.000,5.929,1.179,11.074,9.895,-158.316,10.645,16.208,7.314,NA,NA,NA,302.150,-3.488,0.031,30.557,NA,NA,NA,NA,NA,5.785,1.857,172.789,4.651,0.389,NA,NA,NA,NA,NA,NA,NA,468.0676855,-12.41924951
AugDry,Summer,2,DAY,ENG,08/09/14,10:00,4.0,0.0,26.116,83.990,0.010,29.000,31.000,1008.000,5.929,1.179,11.074,9.895,-158.316,10.645,16.208,7.314,NA,NA,NA,302.150,-3.488,0.031,30.557,NA,NA,NA,NA,NA,5.945,1.504,253.828,6.833,0.389,NA,NA,NA,NA,NA,NA,NA,652.9063929,2.895302571
AugDry,Summer,2,DAY,ENG,08/09/14,10:00,4.0,0.0,3.770,14.582,0.025,29.000,31.000,1008.000,5.929,1.179,11.074,9.895,-158.316,10.645,16.208,7.314,NA,NA,NA,302.150,-3.488,0.031,30.557,NA,NA,NA,NA,NA,6.018,1.563,37.149,1.000,0.389,NA,NA,NA,NA,NA,NA,NA,94.25658339,7.468575334
AugDry,Summer,2,DAY,ENG,08/09/14,10:00,4.0,0.0,4.276,32.922,-0.019,29.000,31.000,1008.000,5.929,1.179,11.074,9.895,-158.316,10.645,16.208,7.314,NA,NA,NA,302.150,-3.488,0.031,30.557,NA,NA,NA,NA,NA,NA,NA,40.174,1.081,0.389,NA,NA,NA,NA,NA,NA,NA,106.8954968,-5.78171398
AugDry,Summer,2,DAY,ENG,08/09/14,12:00,6.0,0.0,7.293,40.165,-0.016,30.000,31.000,1002.700,5.128,1.839,10.913,9.074,-145.176,16.852,25.474,7.380,158.707,161.768,194.716,303.150,-3.513,0.030,29.799,0.009,0.212,0.204,8.960,0.265,5.764,1.601,59.495,2.184,0.389,NA,2,3.025713975,2.13536084,6.996279634,-132.9730394,-0.102993506,182.3202763,-4.658889228
AugDry,Summer,2,DAY,ENG,08/09/14,12:00,6.0,0.0,2.779,61.912,0.050,30.000,31.000,1002.700,5.128,1.839,10.913,9.074,-145.176,16.852,25.474,7.380,173.030,163.486,128.411,303.150,-3.513,0.030,29.799,0.006,0.214,0.209,9.187,0.252,5.990,1.516,27.245,1.000,0.389,NA,2,3.025713975,2.13536084,7.636176803,-234.2487424,-0.092608513,69.47678805,15.03774367
AugDry,Summer,2,DAY,ENG,08/09/14,12:00,6.0,0.0,4.826,-68.714,-0.020,30.000,31.000,1002.700,5.128,1.839,10.913,9.074,-145.176,16.852,25.474,7.380,153.478,98.267,175.973,303.150,-3.513,0.030,29.799,0.008,0.129,0.121,5.331,0.274,5.864,1.640,47.247,1.734,0.389,NA,2,3.025713975,2.13536084,6.760777366,-193.9254233,-0.070085432,120.6458279,-5.87994839
AugDry,Summer,2,DAY,ENG,08/09/14,12:00,6.0,0.0,6.993,-13.524,-0.010,30.000,31.000,1002.700,5.128,1.839,10.913,9.074,-145.176,16.852,25.474,7.380,NA,NA,NA,303.150,-3.513,0.030,29.799,NA,NA,NA,NA,NA,NA,NA,69.101,2.536,0.389,NA,NA,NA,NA,NA,NA,NA,174.8257863,-2.924928544
AugDry,Summer,2,DAY,ENG,08/09/14,14:00,8.0,0.0,14.275,107.086,-0.005,30.000,32.000,1006.300,5.601,2.886,10.913,8.027,-128.430,26.443,40.014,7.411,NA,NA,NA,303.150,-3.513,0.030,29.799,NA,NA,NA,NA,NA,5.729,1.659,127.520,2.761,0.387,NA,NA,NA,NA,NA,NA,NA,356.8842064,-1.375051679
AugDry,Summer,2,DAY,ENG,08/09/14,14:00,8.0,0.0,4.666,9.094,0.003,30.000,32.000,1006.300,5.601,2.886,10.913,8.027,-128.430,26.443,40.014,7.411,NA,NA,NA,303.150,-3.513,0.030,29.799,NA,NA,NA,NA,NA,6.008,1.384,46.191,1.000,0.387,NA,NA,NA,NA,NA,NA,NA,116.6600788,0.780886884
AugDry,Summer,2,DAY,ENG,08/09/14,14:00,8.0,0.0,5.225,-60.572,-0.048,30.000,32.000,1006.300,5.601,2.886,10.913,8.027,-128.430,26.443,40.014,7.411,NA,NA,NA,303.150,-3.513,0.030,29.799,NA,NA,NA,NA,NA,6.101,1.179,51.634,1.118,0.387,NA,NA,NA,NA,NA,NA,NA,130.6135429,-14.20647486
AugDry,Summer,2,DAY,ENG,08/09/14,14:00,8.0,0.0,16.951,42.254,-0.007,30.000,32.000,1006.300,5.601,2.886,10.913,8.027,-128.430,26.443,40.014,7.411,NA,NA,NA,303.150,-3.513,0.030,29.799,NA,NA,NA,NA,NA,NA,NA,162.193,3.511,0.387,NA,NA,NA,NA,NA,NA,NA,423.7798896,-2.019701594
AugDry,Summer,2,DAY,ENG,08/09/14,16:00,10.0,0.0,2.915,31.063,0.002,30.000,32.000,1006.400,12.938,2.344,10.913,8.569,-137.103,21.476,32.456,7.383,NA,NA,NA,303.150,-3.513,0.030,29.799,NA,NA,NA,NA,NA,5.686,1.543,27.574,1.000,0.5012,NA,NA,NA,NA,NA,NA,NA,72.8750954,0.507261632
AugDry,Summer,2,DAY,ENG,08/09/14,16:00,10.0,0.0,7.377,31.055,0.062,30.000,32.000,1006.400,12.938,2.344,10.913,8.569,-137.103,21.476,32.456,7.383,NA,NA,NA,303.150,-3.513,0.030,29.799,NA,NA,NA,NA,NA,5.968,1.429,69.866,2.534,0.5012,NA,NA,NA,NA,NA,NA,NA,184.4210271,18.54766116
AugDry,Summer,2,DAY,ENG,08/09/14,16:00,10.0,0.0,3.339,119.161,0.029,30.000,32.000,1006.400,12.938,2.344,10.913,8.569,-137.103,21.476,32.456,7.383,NA,NA,NA,303.150,-3.513,0.030,29.799,NA,NA,NA,NA,NA,6.033,1.346,33.080,1.200,0.5012,NA,NA,NA,NA,NA,NA,NA,83.46290795,8.509523094
AugDry,Summer,2,DAY,ENG,08/09/14,16:00,10.0,0.0,17.036,7.799,0.011,30.000,32.000,1006.400,12.938,2.344,10.913,8.569,-137.103,21.476,32.456,7.383,NA,NA,NA,303.150,-3.513,0.030,29.799,NA,NA,NA,NA,NA,NA,NA,171.644,6.225,0.5012,NA,NA,NA,NA,NA,NA,NA,425.894045,3.258487824
AugDry,Summer,2,DAY,ENG,08/09/14,18:00,12.0,0.0,11.667,76.942,-0.002,30.000,32.000,1006.400,5.278,1.516,10.913,9.397,-150.341,13.894,20.906,7.320,NA,NA,NA,303.150,-3.513,0.030,29.799,NA,NA,NA,NA,NA,5.823,1.417,112.988,1.000,0.387,NA,NA,NA,NA,NA,NA,NA,291.6632816,-0.492743099
AugDry,Summer,2,DAY,ENG,08/09/14,18:00,12.0,0.0,13.326,-7.646,0.009,30.000,32.000,1006.400,5.278,1.516,10.913,9.397,-150.341,13.894,20.906,7.320,NA,NA,NA,303.150,-3.513,0.030,29.799,NA,NA,NA,NA,NA,5.838,1.460,128.297,1.135,0.387,NA,NA,NA,NA,NA,NA,NA,333.1511458,2.751232243
AugDry,Summer,2,DAY,ENG,08/09/14,18:00,12.0,0.0,17.371,-43.933,0.019,30.000,32.000,1006.400,5.278,1.516,10.913,9.397,-150.341,13.894,20.906,7.320,NA,NA,NA,303.150,-3.513,0.030,29.799,NA,NA,NA,NA,NA,6.061,1.230,170.410,1.508,0.387,NA,NA,NA,NA,NA,NA,NA,434.2712006,5.6213764
AugDry,Summer,2,DAY,ENG,08/09/14,18:00,12.0,0.0,21.302,72.270,0.170,30.000,32.000,1006.400,5.278,1.516,10.913,9.397,-150.341,13.894,20.906,7.320,NA,NA,NA,303.150,-3.513,0.030,29.799,NA,NA,NA,NA,NA,NA,NA,207.834,1.839,0.387,NA,NA,NA,NA,NA,NA,NA,532.5545861,50.73114968
AugDry,Summer,2,NIGHT,ENG,08/09/14,20:00,0.0,1.0,2.588,-67.754,0.028,30.000,32.000,1007.300,3.623,0.538,10.913,10.375,-165.990,4.931,7.393,7.310,NA,NA,NA,303.150,-3.513,0.030,29.799,NA,NA,NA,NA,NA,5.715,1.628,35.446,1.000,0.389093333,NA,NA,NA,NA,NA,NA,NA,64.68891169,8.199504314
AugDry,Summer,2,NIGHT,ENG,08/09/14,20:00,0.0,1.0,7.029,-128.867,NA,30.000,32.000,1007.300,3.623,0.538,10.913,10.375,-165.990,4.931,7.393,7.310,NA,NA,NA,303.150,-3.513,0.030,29.799,NA,NA,NA,NA,NA,5.629,1.775,96.245,2.715,0.389093333,NA,NA,NA,NA,NA,NA,NA,175.7263727,NA
AugDry,Summer,2,NIGHT,ENG,08/09/14,20:00,0.0,1.0,4.850,17.731,0.016,30.000,32.000,1007.300,3.623,0.538,10.913,10.375,-165.990,4.931,7.393,7.310,NA,NA,NA,303.150,-3.513,0.030,29.799,NA,NA,NA,NA,NA,5.827,1.483,67.059,1.892,0.389093333,NA,NA,NA,NA,NA,NA,NA,121.2498252,4.750051142
AugDry,Summer,2,NIGHT,ENG,08/09/14,20:00,0.0,1.0,3.736,-98.688,0.085,30.000,32.000,1007.300,3.623,0.538,10.913,10.375,-165.990,4.931,7.393,7.310,NA,NA,NA,303.150,-3.513,0.030,29.799,NA,NA,NA,NA,NA,NA,NA,51.155,1.443,0.389093333,NA,NA,NA,NA,NA,NA,NA,93.38893118,25.45737339
AugDry,Summer,2,NIGHT,ENG,08/09/14,22:00,0.0,3.0,0.000,184.047,0.086,27.000,30.000,1007.600,3.990,0.416,11.416,11.000,-175.993,3.641,5.657,7.330,NA,NA,NA,300.150,-3.437,0.032,32.173,NA,NA,NA,NA,NA,5.788,1.785,0.000,0.000,0.392,NA,NA,NA,NA,NA,NA,NA,0,25.61255969
AugDry,Summer,2,NIGHT,ENG,08/09/14,22:00,0.0,3.0,13.553,-42.788,0.003,27.000,30.000,1007.600,3.990,0.416,11.416,11.000,-175.993,3.641,5.657,7.330,NA,NA,NA,300.150,-3.437,0.032,32.173,NA,NA,NA,NA,NA,6.136,1.502,186.856,2.756,0.392,NA,NA,NA,NA,NA,NA,NA,338.8241542,0.822823046
AugDry,Summer,2,NIGHT,ENG,08/09/14,22:00,0.0,3.0,4.886,21.431,0.544,27.000,30.000,1007.600,3.990,0.416,11.416,11.000,-175.993,3.641,5.657,7.330,NA,NA,NA,300.150,-3.437,0.032,32.173,NA,NA,NA,NA,NA,6.138,1.545,67.808,1.000,0.392,NA,NA,NA,NA,NA,NA,NA,122.160828,161.99935
AugDry,Summer,2,NIGHT,ENG,08/09/14,22:00,0.0,3.0,20.811,-35.787,0.166,27.000,30.000,1007.600,3.990,0.416,11.416,11.000,-175.993,3.641,5.657,7.330,NA,NA,NA,300.150,-3.437,0.032,32.173,NA,NA,NA,NA,NA,NA,NA,288.273,4.251,0.392,NA,NA,NA,NA,NA,NA,NA,520.2784764,49.59268176
AugDry,Summer,2,NIGHT,ENG,08/10/14,0:00,0.0,5.0,20.105,140.041,0.028,26.000,30.000,1008.300,4.994,0.388,11.597,11.209,-179.343,3.342,5.276,7.310,217.946,660.041,244.243,299.150,-3.410,0.033,33.033,0.011,0.960,0.949,41.757,0.266,5.869,1.473,248.971,5.044,0.394,NA,0,2.07,1.525774937,6.896951128,694.5086576,-0.034699287,502.6222678,8.431542853
AugDry,Summer,2,NIGHT,ENG,08/10/14,0:00,0.0,5.0,5.048,15.245,-0.049,26.000,30.000,1008.300,4.994,0.388,11.597,11.209,-179.343,3.342,5.276,7.310,227.259,820.147,163.596,299.150,-3.410,0.033,33.033,0.007,1.192,1.185,52.157,0.240,5.824,1.601,68.644,1.391,0.394,NA,0,2.07,1.525774937,7.200534068,1096.639441,-0.077853396,126.1997512,-14.70662028
AugDry,Summer,2,NIGHT,ENG,08/10/14,0:00,0.0,5.0,3.551,-111.373,-0.010,26.000,30.000,1008.300,4.994,0.388,11.597,11.209,-179.343,3.342,5.276,7.310,2.093,429.881,149.850,299.150,-3.410,0.033,33.033,0.007,0.625,0.618,27.214,0.336,6.035,1.378,49.360,1.000,0.394,NA,0,2.07,1.525774937,0.008156482,467.7368557,0.060592016,88.7853745,-2.978292034
AugDry,Summer,2,NIGHT,ENG,08/10/14,0:00,0.0,5.0,7.133,53.448,-0.039,26.000,30.000,1008.300,4.994,0.388,11.597,11.209,-179.343,3.342,5.276,7.310,NA,NA,NA,299.150,-3.410,0.033,33.033,NA,NA,NA,NA,NA,NA,NA,98.845,2.003,0.394,NA,NA,NA,NA,NA,NA,NA,178.3269123,-11.73117193
AugDry,Summer,2,NIGHT,ENG,08/10/14,2:00,0.0,7.0,NA,NA,NA,26.000,30.000,1008.300,4.994,0.388,11.597,11.209,-179.343,3.342,5.276,7.310,NA,NA,NA,299.150,-3.410,0.033,33.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.394,NA,NA,NA,NA,NA,NA,NA,NA,NA
AugDry,Summer,2,NIGHT,ENG,08/10/14,2:00,0.0,7.0,NA,NA,NA,26.000,30.000,1008.300,4.994,0.388,11.597,11.209,-179.343,3.342,5.276,7.310,NA,NA,NA,299.150,-3.410,0.033,33.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.394,NA,NA,NA,NA,NA,NA,NA,NA,NA
AugDry,Summer,2,NIGHT,ENG,08/10/14,2:00,0.0,7.0,NA,NA,NA,26.000,30.000,1008.300,4.994,0.388,11.597,11.209,-179.343,3.342,5.276,7.310,NA,NA,NA,299.150,-3.410,0.033,33.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.394,NA,NA,NA,NA,NA,NA,NA,NA,NA
AugDry,Summer,2,NIGHT,ENG,08/10/14,2:00,0.0,7.0,NA,NA,NA,26.000,30.000,1008.300,4.994,0.388,11.597,11.209,-179.343,3.342,5.276,7.310,NA,NA,NA,299.150,-3.410,0.033,33.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.394,NA,NA,NA,NA,NA,NA,NA,NA,NA
AugDry,Summer,2,NIGHT,ENG,08/10/14,4:00,0.0,9.0,2.860,77.274,0.012,25.000,30.000,1007.700,6.313,0.689,11.785,11.096,-177.531,5.849,9.311,7.340,NA,NA,NA,298.150,-3.383,0.034,33.931,NA,NA,NA,NA,NA,5.627,1.526,39.309,1.214,0.37676087,NA,NA,NA,NA,NA,NA,NA,71.50946602,3.553382689
AugDry,Summer,2,NIGHT,ENG,08/10/14,4:00,0.0,9.0,11.877,112.309,0.002,30.000,32.000,1006.400,6.313,0.689,10.913,10.224,-163.570,6.317,9.311,7.340,NA,NA,NA,303.150,-3.513,0.030,29.799,NA,NA,NA,NA,NA,5.984,1.306,166.042,5.129,0.5012,NA,NA,NA,NA,NA,NA,NA,296.9307629,0.507261632
AugDry,Summer,2,NIGHT,ENG,08/10/14,4:00,0.0,9.0,NA,0.000,0.000,25.000,30.000,1007.700,6.313,0.689,11.785,11.096,-177.531,5.849,9.311,7.340,NA,NA,NA,298.150,-3.383,0.034,33.931,NA,NA,NA,NA,NA,6.076,1.379,0.000,0.000,0.37676087,NA,NA,NA,NA,NA,NA,NA,NA,0
AugDry,Summer,2,NIGHT,ENG,08/10/14,4:00,0.0,9.0,2.337,187.130,0.075,25.000,30.000,1007.700,6.313,0.689,11.785,11.096,-177.524,5.849,9.311,7.340,NA,NA,NA,298.150,-3.383,0.034,33.931,NA,NA,NA,NA,NA,NA,NA,32.372,1.000,0.37676087,NA,NA,NA,NA,NA,NA,NA,58.4252102,22.351385
AugDry,Summer,2,NIGHT,ENG,08/10/14,6:00,0.0,11.0,16.809,-93.330,-0.054,29.000,31.000,1008.300,7.146,0.415,11.074,10.659,-170.541,3.744,5.575,7.380,NA,NA,NA,302.150,-3.488,0.031,30.557,NA,NA,NA,NA,NA,5.911,1.908,127.692,1.554,0.388910714,NA,NA,NA,NA,NA,NA,NA,420.2330262,-16.21943549
AugDry,Summer,2,NIGHT,ENG,08/10/14,6:00,0.0,11.0,16.809,-93.330,-0.054,29.000,31.000,1008.300,7.146,0.415,11.074,10.659,-170.541,3.744,5.575,7.380,NA,NA,NA,302.150,-3.488,0.031,30.557,NA,NA,NA,NA,NA,6.062,2.013,234.812,2.858,0.388910714,NA,NA,NA,NA,NA,NA,NA,420.2330262,-16.21943549
AugDry,Summer,2,NIGHT,ENG,08/10/14,6:00,0.0,11.0,NA,NA,NA,29.000,31.000,1008.300,7.146,0.415,11.074,10.659,-170.541,3.744,5.575,7.380,NA,NA,NA,302.150,-3.488,0.031,30.557,NA,NA,NA,NA,NA,6.126,1.735,0.000,0.000,0.388910714,NA,NA,NA,NA,NA,NA,NA,NA,NA
AugDry,Summer,2,DAY,ENG,08/10/14,6:00,0.0,11.0,5.865,123.768,-0.008,29.000,31.000,1008.300,7.146,0.415,11.074,10.659,-170.541,3.744,5.575,7.380,NA,NA,NA,302.150,-3.488,0.031,30.557,NA,NA,NA,NA,NA,NA,NA,82.154,1.000,0.388910714,NA,NA,NA,NA,NA,NA,NA,146.6268725,-2.290954317
AugDry,Summer,2,DAY,NAT,08/09/14,8:30,2.5,0.0,6.237,22.014,0.035,30.000,28.000,1007.700,50.114,1.880,10.913,9.033,-144.521,17.227,24.787,8.103,NA,NA,NA,303.150,-3.513,0.030,29.799,NA,NA,NA,NA,NA,8.703,7.447,41.462,-0.410,0.628,NA,NA,NA,NA,NA,NA,NA,155.916934,10.42299989
AugDry,Summer,2,DAY,NAT,08/09/14,8:30,2.5,0.0,18.019,NA,-0.011,30.000,28.000,1007.700,50.114,1.880,10.913,9.033,-144.521,17.227,24.787,8.103,NA,NA,NA,303.150,-3.513,0.030,29.799,NA,NA,NA,NA,NA,9.055,6.969,125.443,-1.241,0.628,NA,NA,NA,NA,NA,NA,NA,450.4676606,-3.392057416
AugDry,Summer,2,DAY,NAT,08/09/14,8:30,2.5,0.0,29.253,8.702,-0.017,30.000,28.000,1007.700,50.114,1.880,10.913,9.033,-144.521,17.227,24.787,8.103,NA,NA,NA,303.150,-3.513,0.030,29.799,NA,NA,NA,NA,NA,9.339,6.851,-101.078,1.000,0.628,NA,NA,NA,NA,NA,NA,NA,731.3301652,-5.143685763
AugDry,Summer,2,DAY,NAT,08/09/14,8:30,2.5,0.0,11.819,8.582,0.025,30.000,28.000,1007.700,50.114,1.880,10.913,9.033,-144.521,17.227,24.787,8.103,NA,NA,NA,303.150,-3.513,0.030,29.799,NA,NA,NA,NA,NA,NA,NA,58.567,-0.579,0.628,NA,NA,NA,NA,NA,NA,NA,295.463491,7.552517506
AugDry,Summer,2,DAY,NAT,08/09/14,10:30,4.5,0.0,2.919,46.377,0.058,29.000,29.000,1008.000,30.069,2.470,11.074,8.604,-137.657,22.305,32.727,8.192,NA,NA,NA,302.150,-3.488,0.031,30.557,NA,NA,NA,NA,NA,8.946,7.554,19.049,1.000,0.629481481,NA,NA,NA,NA,NA,NA,NA,72.97556659,17.21196321
AugDry,Summer,2,DAY,NAT,08/09/14,10:30,4.5,0.0,3.941,-196.459,-0.044,29.000,29.000,1008.000,30.069,2.470,11.074,8.604,-137.657,22.305,32.727,8.192,NA,NA,NA,302.150,-3.488,0.031,30.557,NA,NA,NA,NA,NA,9.459,7.269,20.394,1.071,0.629481481,NA,NA,NA,NA,NA,NA,NA,98.52840761,-13.00925246
AugDry,Summer,2,DAY,NAT,08/09/14,10:30,4.5,0.0,6.404,-113.465,0.026,29.000,29.000,1008.000,30.069,2.470,11.074,8.604,-137.657,22.305,32.727,8.192,NA,NA,NA,302.150,-3.488,0.031,30.557,NA,NA,NA,NA,NA,9.328,7.421,44.460,2.334,0.629481481,NA,NA,NA,NA,NA,NA,NA,160.1028073,7.859288242
AugDry,Summer,2,DAY,NAT,08/09/14,10:30,4.5,0.0,6.502,-124.205,0.034,29.000,29.000,1008.000,30.069,2.470,11.074,8.604,-137.657,22.305,32.727,8.192,NA,NA,NA,302.150,-3.488,0.031,30.557,NA,NA,NA,NA,NA,NA,NA,34.829,1.828,0.629481481,NA,NA,NA,NA,NA,NA,NA,162.5553734,10.22294384
AugDry,Summer,2,DAY,NAT,08/09/14,12:30,6.5,0.0,1.842,-26.996,0.007,30.000,30.000,1002.700,28.292,3.965,10.913,6.948,-111.164,36.332,53.849,8.367,116.293,284.919,253.713,303.150,-3.513,0.030,29.799,0.011,0.374,0.362,15.953,0.340,8.702,7.432,46.675,13.711,0.625142857,7.978733251,2,3.025713975,2.238939961,5.249064551,76.71791215,0.012125628,46.04990339,1.953316074
AugDry,Summer,2,DAY,NAT,08/09/14,12:30,6.5,0.0,1.842,-59.344,0.011,30.000,30.000,1002.700,28.292,3.965,10.913,6.948,-111.164,36.332,53.849,8.367,102.649,406.180,232.341,303.150,-3.513,0.030,29.799,0.010,0.533,0.522,22.993,0.416,8.934,7.213,95.760,28.130,0.625142857,12.18846545,2,3.025713975,2.238939961,4.68163915,427.3672279,0.165455154,46.04990339,3.168923457
AugDry,Summer,2,DAY,NAT,08/09/14,12:30,6.5,0.0,1.842,244.533,0.110,30.000,30.000,1002.700,28.292,3.965,10.913,6.948,-111.164,36.332,53.849,8.367,104.510,345.974,262.013,303.150,-3.513,0.030,29.799,0.012,0.454,0.442,19.461,0.383,9.299,7.110,12.572,3.693,0.625142857,NA,2,3.025713975,2.238939961,4.766767227,206.4112593,0.053299379,46.04990339,32.67328866
AugDry,Summer,2,DAY,NAT,08/09/14,12:30,6.5,0.0,0.873,-256.198,-0.144,30.000,30.000,1002.700,28.292,3.965,10.913,6.948,-111.164,36.332,53.849,8.367,NA,NA,NA,303.150,-3.513,0.030,29.799,NA,NA,NA,NA,NA,NA,NA,3.404,1.000,0.625142857,NA,NA,NA,NA,NA,NA,NA,21.83335447,-42.84914428
AugDry,Summer,2,DAY,NAT,08/09/14,14:30,8.5,0.0,12.513,-357.902,0.030,30.000,30.000,1006.300,38.297,4.918,10.913,5.995,-95.911,45.068,67.670,8.361,NA,NA,NA,303.150,-3.513,0.030,29.799,NA,NA,NA,NA,NA,8.558,7.535,63.518,1.000,0.714,NA,NA,NA,NA,NA,NA,NA,312.8293179,8.801251261
AugDry,Summer,2,DAY,NAT,08/09/14,14:30,8.5,0.0,NA,34.183,0.031,30.000,30.000,1006.300,38.297,4.918,10.913,5.995,-95.911,45.068,67.670,8.361,NA,NA,NA,303.150,-3.513,0.030,29.799,NA,NA,NA,NA,NA,8.987,7.437,0.000,0.000,0.714,NA,NA,NA,NA,NA,NA,NA,NA,9.221908244
AugDry,Summer,2,DAY,NAT,08/09/14,14:30,8.5,0.0,22.738,93.735,0.275,30.000,30.000,1006.300,38.297,4.918,10.913,5.995,-95.911,45.068,67.670,8.361,NA,NA,NA,303.150,-3.513,0.030,29.799,NA,NA,NA,NA,NA,9.019,7.530,120.630,1.899,0.714,NA,NA,NA,NA,NA,NA,NA,568.4533014,81.81280935
AugDry,Summer,2,DAY,NAT,08/09/14,14:30,8.5,0.0,22.290,5.109,0.150,30.000,30.000,1006.300,38.297,4.918,10.913,5.995,-95.911,45.068,67.670,8.361,NA,NA,NA,303.150,-3.513,0.030,29.799,NA,NA,NA,NA,NA,NA,NA,128.717,2.026,0.714,NA,NA,NA,NA,NA,NA,NA,557.2496071,44.83994752
AugDry,Summer,2,DAY,NAT,08/09/14,16:30,10.5,0.0,8.907,31.366,0.011,30.000,30.000,1006.400,37.398,4.921,10.913,5.992,-95.864,45.095,67.702,8.363,NA,NA,NA,303.150,-3.513,0.030,29.799,NA,NA,NA,NA,NA,8.620,7.568,49.399,1.000,0.714,31.35231567,NA,NA,NA,NA,NA,NA,222.6778557,3.299015089
AugDry,Summer,2,DAY,NAT,08/09/14,16:30,10.5,0.0,52.945,29.244,0.047,30.000,30.000,1006.400,37.398,4.921,10.913,5.992,-95.864,45.095,67.702,8.363,NA,NA,NA,303.150,-3.513,0.030,29.799,NA,NA,NA,NA,NA,9.120,7.359,115.937,2.347,0.714,NA,NA,NA,NA,NA,NA,NA,1323.612548,14.01177897
AugDry,Summer,2,DAY,NAT,08/09/14,16:30,10.5,0.0,17.151,43.465,0.019,30.000,30.000,1006.400,37.398,4.921,10.913,5.992,-95.864,45.095,67.702,8.363,NA,NA,NA,303.150,-3.513,0.030,29.799,NA,NA,NA,NA,NA,9.234,7.231,80.458,1.629,0.714,NA,NA,NA,NA,NA,NA,NA,428.764676,5.711354829
